CMDLINE /home/simon/Documents/Geek/docker_engine/mem_profiler/.venv/bin/python main.py
MEM 23.882812 1734432272.6992
MEM 23.882812 1734432272.7995
MEM 23.882812 1734432272.8999
MEM 23.882812 1734432273.0003
MEM 23.882812 1734432273.1006
MEM 23.882812 1734432273.2009
MEM 23.882812 1734432273.3012
MEM 23.882812 1734432273.4015
MEM 23.882812 1734432273.5018
MEM 23.882812 1734432273.6021
MEM 23.882812 1734432273.7025
MEM 23.882812 1734432273.8028
MEM 23.882812 1734432273.9031
MEM 23.882812 1734432274.0034
MEM 23.882812 1734432274.1037
MEM 23.882812 1734432274.2040
MEM 23.882812 1734432274.3044
MEM 23.882812 1734432274.4047
MEM 23.882812 1734432274.5050
MEM 23.882812 1734432274.6053
MEM 23.882812 1734432274.7056
MEM 23.882812 1734432274.8060
MEM 23.882812 1734432274.9063
MEM 23.882812 1734432275.0067
MEM 23.882812 1734432275.1070
MEM 23.882812 1734432275.2074
MEM 23.882812 1734432275.3077
MEM 23.882812 1734432275.4080
MEM 23.882812 1734432275.5083
MEM 23.882812 1734432275.6087
MEM 23.882812 1734432275.7090
MEM 23.882812 1734432275.8093
MEM 23.882812 1734432275.9098
MEM 23.882812 1734432276.0101
MEM 23.882812 1734432276.1105
MEM 23.882812 1734432276.2108
MEM 23.882812 1734432276.3111
MEM 23.882812 1734432276.4114
MEM 23.882812 1734432276.5118
MEM 23.882812 1734432276.6121
MEM 23.882812 1734432276.7125
MEM 23.882812 1734432276.8127
MEM 23.882812 1734432276.9130
MEM 23.882812 1734432277.0133
MEM 23.882812 1734432277.1137
MEM 23.882812 1734432277.2140
MEM 23.882812 1734432277.3143
MEM 23.882812 1734432277.4147
MEM 23.882812 1734432277.5151
MEM 23.882812 1734432277.6154
MEM 23.882812 1734432277.7158
MEM 23.882812 1734432277.8161
MEM 23.882812 1734432277.9164
MEM 23.882812 1734432278.0168
MEM 23.882812 1734432278.1176
MEM 23.882812 1734432278.2179
MEM 23.882812 1734432278.3183
MEM 23.882812 1734432278.4187
MEM 23.882812 1734432278.5190
MEM 23.882812 1734432278.6193
MEM 23.882812 1734432278.7197
MEM 23.882812 1734432278.8200
MEM 23.882812 1734432278.9206
MEM 23.882812 1734432279.0209
MEM 23.882812 1734432279.1213
MEM 23.882812 1734432279.2216
MEM 23.882812 1734432279.3220
MEM 23.882812 1734432279.4223
MEM 23.882812 1734432279.5227
MEM 23.882812 1734432279.6229
MEM 23.882812 1734432279.7233
MEM 23.882812 1734432279.8236
MEM 23.882812 1734432279.9239
MEM 23.882812 1734432280.0242
MEM 23.882812 1734432280.1245
MEM 23.882812 1734432280.2248
MEM 23.882812 1734432280.3252
MEM 23.882812 1734432280.4255
MEM 23.882812 1734432280.5259
MEM 23.882812 1734432280.6263
MEM 23.882812 1734432280.7266
MEM 23.882812 1734432280.8270
MEM 23.882812 1734432280.9274
MEM 23.882812 1734432281.0278
MEM 23.882812 1734432281.1282
MEM 23.882812 1734432281.2286
MEM 23.882812 1734432281.3289
MEM 23.882812 1734432281.4294
MEM 23.882812 1734432281.5297
MEM 23.882812 1734432281.6300
MEM 23.882812 1734432281.7304
MEM 23.882812 1734432281.8307
MEM 23.882812 1734432281.9311
MEM 23.882812 1734432282.0314
MEM 23.882812 1734432282.1318
MEM 23.882812 1734432282.2321
MEM 23.882812 1734432282.3325
MEM 23.882812 1734432282.4328
MEM 23.882812 1734432282.5332
MEM 23.882812 1734432282.6336
MEM 23.882812 1734432282.7340
MEM 23.882812 1734432282.8343
MEM 23.882812 1734432282.9346
MEM 23.882812 1734432283.0350
MEM 23.882812 1734432283.1353
MEM 23.882812 1734432283.2355
MEM 23.882812 1734432283.3357
MEM 23.882812 1734432283.4360
MEM 23.882812 1734432283.5362
MEM 23.882812 1734432283.6364
MEM 23.882812 1734432283.7366
MEM 23.882812 1734432283.8369
MEM 23.882812 1734432283.9371
MEM 23.882812 1734432284.0373
MEM 23.882812 1734432284.1376
MEM 23.882812 1734432284.2378
MEM 23.882812 1734432284.3380
MEM 23.882812 1734432284.4383
MEM 23.882812 1734432284.5387
MEM 23.882812 1734432284.6391
MEM 23.882812 1734432284.7395
MEM 23.882812 1734432284.8399
MEM 23.882812 1734432284.9402
MEM 23.882812 1734432285.0405
MEM 23.882812 1734432285.1408
MEM 23.882812 1734432285.2420
MEM 23.882812 1734432285.3423
MEM 23.882812 1734432285.4427
MEM 23.882812 1734432285.5431
MEM 23.882812 1734432285.6434
MEM 23.882812 1734432285.7438
MEM 23.882812 1734432285.8440
MEM 23.882812 1734432285.9445
MEM 23.882812 1734432286.0449
MEM 23.882812 1734432286.1453
MEM 23.882812 1734432286.2456
MEM 23.882812 1734432286.3459
MEM 23.882812 1734432286.4463
MEM 23.882812 1734432286.5467
MEM 23.882812 1734432286.6470
MEM 23.882812 1734432286.7474
MEM 23.882812 1734432286.8478
MEM 23.882812 1734432286.9481
MEM 23.882812 1734432287.0489
MEM 23.882812 1734432287.1497
MEM 23.882812 1734432287.2505
MEM 23.882812 1734432287.3513
MEM 23.882812 1734432287.4519
MEM 23.882812 1734432287.5525
MEM 23.882812 1734432287.6529
MEM 23.882812 1734432287.7534
MEM 23.882812 1734432287.8537
MEM 23.882812 1734432287.9541
MEM 23.882812 1734432288.0544
MEM 23.882812 1734432288.1548
MEM 23.882812 1734432288.2552
MEM 23.882812 1734432288.3555
MEM 23.882812 1734432288.4559
MEM 23.882812 1734432288.5562
MEM 23.882812 1734432288.6565
MEM 23.882812 1734432288.7569
MEM 23.882812 1734432288.8572
MEM 23.882812 1734432288.9576
MEM 23.882812 1734432289.0579
MEM 23.882812 1734432289.1582
MEM 23.882812 1734432289.2586
MEM 23.882812 1734432289.3589
MEM 23.882812 1734432289.4594
MEM 23.882812 1734432289.5597
MEM 23.882812 1734432289.6601
MEM 23.882812 1734432289.7604
MEM 23.882812 1734432289.8608
MEM 23.882812 1734432289.9611
MEM 23.882812 1734432290.0615
MEM 23.882812 1734432290.1619
MEM 23.882812 1734432290.2622
MEM 23.882812 1734432290.3625
MEM 23.882812 1734432290.4630
MEM 23.882812 1734432290.5634
MEM 23.882812 1734432290.6637
MEM 23.882812 1734432290.7641
MEM 23.882812 1734432290.8644
MEM 23.882812 1734432290.9648
MEM 23.882812 1734432291.0651
MEM 23.882812 1734432291.1655
MEM 23.882812 1734432291.2659
MEM 23.882812 1734432291.3663
MEM 23.882812 1734432291.4666
MEM 23.882812 1734432291.5669
MEM 23.882812 1734432291.6672
MEM 23.882812 1734432291.7675
MEM 23.882812 1734432291.8678
MEM 23.882812 1734432291.9681
MEM 23.882812 1734432292.0685
MEM 23.882812 1734432292.1688
MEM 23.882812 1734432292.2692
MEM 23.882812 1734432292.3695
MEM 23.882812 1734432292.4698
MEM 23.882812 1734432292.5701
MEM 23.882812 1734432292.6704
MEM 23.882812 1734432292.7708
MEM 23.882812 1734432292.8711
MEM 23.882812 1734432292.9714
MEM 23.882812 1734432293.0718
MEM 23.882812 1734432293.1721
MEM 23.882812 1734432293.2724
MEM 23.882812 1734432293.3727
MEM 23.882812 1734432293.4731
MEM 23.882812 1734432293.5735
MEM 23.882812 1734432293.6738
MEM 23.882812 1734432293.7742
MEM 23.882812 1734432293.8746
MEM 23.882812 1734432293.9751
MEM 23.882812 1734432294.0757
MEM 23.882812 1734432294.1761
MEM 23.882812 1734432294.2765
MEM 23.882812 1734432294.3769
MEM 23.882812 1734432294.4772
MEM 23.882812 1734432294.5776
MEM 23.882812 1734432294.6779
MEM 23.882812 1734432294.7783
MEM 23.882812 1734432294.8786
MEM 23.882812 1734432294.9790
MEM 23.882812 1734432295.0793
MEM 23.882812 1734432295.1797
MEM 23.882812 1734432295.2800
MEM 23.882812 1734432295.3803
MEM 23.882812 1734432295.4807
MEM 23.882812 1734432295.5810
MEM 23.882812 1734432295.6814
MEM 23.882812 1734432295.7817
MEM 23.882812 1734432295.8820
MEM 23.882812 1734432295.9824
MEM 23.882812 1734432296.0827
MEM 23.882812 1734432296.1830
MEM 23.882812 1734432296.2834
MEM 23.882812 1734432296.3837
MEM 23.882812 1734432296.4840
MEM 23.882812 1734432296.5843
MEM 23.882812 1734432296.6848
MEM 23.882812 1734432296.7852
MEM 23.882812 1734432296.8859
MEM 23.882812 1734432296.9862
MEM 23.882812 1734432297.0866
MEM 23.882812 1734432297.1871
MEM 23.882812 1734432297.2875
MEM 23.882812 1734432297.3878
MEM 23.882812 1734432297.4881
MEM 23.882812 1734432297.5884
MEM 23.882812 1734432297.6887
MEM 23.882812 1734432297.7891
MEM 23.882812 1734432297.8894
MEM 23.882812 1734432297.9899
MEM 23.882812 1734432298.0902
MEM 23.882812 1734432298.1906
MEM 23.882812 1734432298.2909
MEM 23.882812 1734432298.3913
MEM 23.882812 1734432298.4917
MEM 23.882812 1734432298.5920
MEM 23.882812 1734432298.6923
MEM 23.882812 1734432298.7927
MEM 23.882812 1734432298.8930
MEM 23.882812 1734432298.9933
MEM 23.882812 1734432299.0937
MEM 23.882812 1734432299.1940
MEM 23.882812 1734432299.2944
MEM 23.882812 1734432299.3947
MEM 23.882812 1734432299.4951
MEM 23.882812 1734432299.5954
MEM 23.882812 1734432299.6958
MEM 23.882812 1734432299.7961
MEM 23.882812 1734432299.8964
MEM 23.882812 1734432299.9968
MEM 23.882812 1734432300.0971
MEM 23.882812 1734432300.1975
MEM 23.882812 1734432300.2979
MEM 23.882812 1734432300.3982
MEM 23.882812 1734432300.4986
MEM 23.882812 1734432300.5989
MEM 23.882812 1734432300.6992
MEM 23.882812 1734432300.7996
MEM 23.882812 1734432300.8999
MEM 23.882812 1734432301.0002
MEM 23.882812 1734432301.1006
MEM 23.882812 1734432301.2011
MEM 23.882812 1734432301.3015
MEM 23.882812 1734432301.4018
MEM 23.882812 1734432301.5022
MEM 23.882812 1734432301.6025
MEM 23.882812 1734432301.7027
MEM 23.882812 1734432301.8031
MEM 23.882812 1734432301.9034
MEM 23.882812 1734432302.0038
MEM 23.882812 1734432302.1041
MEM 23.882812 1734432302.2044
MEM 23.882812 1734432302.3048
MEM 23.882812 1734432302.4052
MEM 23.882812 1734432302.5055
MEM 23.882812 1734432302.6058
MEM 23.882812 1734432302.7062
MEM 23.882812 1734432302.8065
MEM 23.882812 1734432302.9069
MEM 23.882812 1734432303.0073
MEM 23.882812 1734432303.1077
MEM 23.882812 1734432303.2080
MEM 23.882812 1734432303.3084
MEM 23.882812 1734432303.4087
MEM 23.882812 1734432303.5091
MEM 23.882812 1734432303.6095
MEM 23.882812 1734432303.7098
MEM 23.882812 1734432303.8102
MEM 23.882812 1734432303.9105
MEM 23.882812 1734432304.0108
MEM 23.882812 1734432304.1112
MEM 23.882812 1734432304.2115
MEM 23.882812 1734432304.3119
MEM 23.882812 1734432304.4122
MEM 23.882812 1734432304.5126
MEM 23.882812 1734432304.6129
MEM 23.882812 1734432304.7133
MEM 23.882812 1734432304.8136
MEM 23.882812 1734432304.9142
MEM 23.882812 1734432305.0145
MEM 23.882812 1734432305.1151
MEM 23.882812 1734432305.2155
MEM 23.882812 1734432305.3158
MEM 23.882812 1734432305.4162
MEM 23.882812 1734432305.5165
MEM 23.882812 1734432305.6169
MEM 23.882812 1734432305.7172
MEM 23.882812 1734432305.8180
MEM 23.882812 1734432305.9184
MEM 23.882812 1734432306.0187
MEM 23.882812 1734432306.1191
MEM 23.882812 1734432306.2194
MEM 23.882812 1734432306.3198
MEM 23.882812 1734432306.4202
MEM 23.882812 1734432306.5205
MEM 23.882812 1734432306.6209
MEM 23.882812 1734432306.7213
MEM 23.882812 1734432306.8216
MEM 23.882812 1734432306.9220
MEM 23.882812 1734432307.0223
MEM 23.882812 1734432307.1227
MEM 23.882812 1734432307.2230
MEM 23.882812 1734432307.3233
MEM 23.882812 1734432307.4237
MEM 23.882812 1734432307.5241
MEM 23.882812 1734432307.6244
MEM 23.882812 1734432307.7247
MEM 23.882812 1734432307.8251
MEM 23.882812 1734432307.9254
MEM 23.882812 1734432308.0258
MEM 23.882812 1734432308.1261
MEM 23.882812 1734432308.2265
MEM 23.882812 1734432308.3268
MEM 23.882812 1734432308.4272
MEM 23.882812 1734432308.5275
MEM 23.882812 1734432308.6278
MEM 23.882812 1734432308.7282
MEM 23.882812 1734432308.8285
MEM 23.882812 1734432308.9288
MEM 23.882812 1734432309.0292
MEM 23.882812 1734432309.1295
MEM 23.882812 1734432309.2298
MEM 23.882812 1734432309.3302
MEM 23.882812 1734432309.4305
MEM 23.882812 1734432309.5308
MEM 23.882812 1734432309.6312
MEM 23.882812 1734432309.7315
MEM 23.882812 1734432309.8318
MEM 23.882812 1734432309.9321
MEM 23.882812 1734432310.0325
MEM 23.882812 1734432310.1328
MEM 23.882812 1734432310.2331
MEM 23.882812 1734432310.3334
MEM 23.882812 1734432310.4338
MEM 23.882812 1734432310.5341
MEM 23.882812 1734432310.6348
MEM 23.882812 1734432310.7352
MEM 23.882812 1734432310.8355
MEM 23.882812 1734432310.9358
MEM 23.882812 1734432311.0362
MEM 23.882812 1734432311.1365
MEM 23.882812 1734432311.2368
MEM 23.882812 1734432311.3372
MEM 23.882812 1734432311.4375
MEM 23.882812 1734432311.5378
MEM 23.882812 1734432311.6381
MEM 23.882812 1734432311.7385
MEM 23.882812 1734432311.8389
MEM 23.882812 1734432311.9395
MEM 23.882812 1734432312.0398
MEM 23.882812 1734432312.1402
MEM 23.882812 1734432312.2405
MEM 23.882812 1734432312.3416
MEM 23.882812 1734432312.4419
MEM 23.882812 1734432312.5423
MEM 23.882812 1734432312.6427
MEM 23.882812 1734432312.7430
MEM 23.882812 1734432312.8434
MEM 23.882812 1734432312.9437
MEM 23.882812 1734432313.0440
MEM 23.882812 1734432313.1444
MEM 23.882812 1734432313.2448
MEM 23.882812 1734432313.3452
MEM 23.882812 1734432313.4461
MEM 23.882812 1734432313.5467
